City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Mopipi,BW,2021-07-17 18:42:58,-21.1833,24.8833,55.94,41,15,6.73
296,Oltu,TR,2021-07-17 18:42:58,40.5498,42.0013,66.15,76,73,1.68
297,Manzanillo,CU,2021-07-17 18:42:59,20.3433,-77.1167,90.86,50,100,3.83
298,Polczyn-Zdroj,PL,2021-07-17 18:42:59,53.7642,16.0957,70.29,91,6,7.36
299,San Patricio,US,2021-07-17 18:42:59,28.017,-97.5169,93.92,50,9,13.76
300,Toucheng,TW,2021-07-17 18:42:59,24.8592,121.8233,84.4,88,88,3.65
301,Tautira,PF,2021-07-17 18:43:00,-17.7333,-149.15,78.82,75,5,21.72
302,Hariana,IN,2021-07-17 18:43:00,31.6378,75.8408,90.21,53,54,6.87
303,West Wendover,US,2021-07-17 18:43:00,40.7391,-114.0733,81.61,30,1,8.05
304,Ust-Tsilma,RU,2021-07-17 18:43:00,65.441,52.1498,54.77,75,33,4.23
305,North Bend,US,2021-07-17 18:43:01,43.4065,-124.2243,73.24,70,1,13.8
306,Villa Carlos Paz,AR,2021-07-17 18:43:01,-31.4241,-64.4978,57.06,30,0,7.0
307,Port Elizabeth,ZA,2021-07-17 18:43:01,-33.918,25.5701,55.69,88,0,5.75
308,Wau,SS,2021-07-17 18:43:02,7.7029,27.9953,71.53,95,100,0.94
309,Hervey Bay,AU,2021-07-17 18:43:02,-25.2986,152.8535,55.04,60,0,1.01
310,Talnakh,RU,2021-07-17 18:43:02,69.4865,88.3972,53.58,94,97,4.81
311,Meulaboh,ID,2021-07-17 18:43:02,4.1363,96.1285,75.96,84,58,4.12
312,College,US,2021-07-17 18:43:03,64.8569,-147.8028,72.21,66,40,4.61
313,Mamallapuram,IN,2021-07-17 18:43:03,12.6264,80.1722,82.45,76,99,10.69
314,Petrykivka,UA,2021-07-17 18:43:03,48.7298,34.6351,76.12,63,1,5.21
315,Mackenzie,CA,2021-07-17 18:43:03,55.2999,-123.1698,55.62,67,90,5.79
316,South Valley,US,2021-07-17 18:43:04,35.0101,-106.6781,92.75,33,20,4.61
317,Markova,UA,2021-07-17 18:43:04,48.6758,24.4138,80.19,72,2,3.78
318,Zyryanka,RU,2021-07-17 18:43:04,65.75,150.85,55.71,92,100,18.57
319,Dingle,PH,2021-07-17 18:43:04,10.9995,122.6711,77.11,90,77,8.41
320,Filadelfia,US,2021-07-17 18:42:33,39.9523,-75.1638,97.56,54,40,5.01
321,Bosaso,SO,2021-07-17 18:43:05,11.2842,49.1816,91.2,39,35,25.88
322,La Romana,DO,2021-07-17 18:43:05,18.4273,-68.9728,89.96,58,40,6.91
323,Egvekinot,RU,2021-07-17 18:43:05,66.3167,-179.1667,44.6,90,100,6.44
324,Kothapet,IN,2021-07-17 18:43:05,19.3333,79.4833,83.68,75,100,5.93
325,Ixtapa,MX,2021-07-17 18:43:06,20.7,-105.2,89.22,55,75,5.75
326,Yendi,GH,2021-07-17 18:43:06,9.4427,-0.0099,74.57,86,84,6.24
327,Pisco,PE,2021-07-17 18:43:06,-13.7,-76.2167,64.02,88,40,8.05
328,Timbiqui,CO,2021-07-17 18:43:06,2.7717,-77.6654,80.4,87,49,6.82
329,San Rafael,AR,2021-07-17 18:42:49,-34.6177,-68.3301,50.56,25,0,5.17
330,Berezovyy,RU,2021-07-17 18:43:07,51.6667,135.7,63.54,82,3,4.47
331,Xuddur,SO,2021-07-17 18:43:07,4.1213,43.8894,76.06,52,9,23.6
332,Mao,ES,2021-07-17 18:42:45,39.8885,4.2658,77.56,61,20,9.22
333,Kedzierzyn-Kozle,PL,2021-07-17 18:41:09,50.3498,18.2261,77.31,73,100,7.47
334,San Joaquin,US,2021-07-17 18:43:07,37.9333,-121.3011,91.98,41,1,6.91
335,Tezu,IN,2021-07-17 18:43:08,27.9167,96.1667,76.44,97,100,0.74
336,Hami,CN,2021-07-17 18:43:08,42.8,93.45,81.73,28,38,13.56
337,Nuevo Progreso,MX,2021-07-17 18:43:08,23.1667,-97.95,92.59,64,7,5.01
338,Sarangani,PH,2021-07-17 18:43:08,5.4033,125.4636,83.64,74,100,15.7
339,Vila Velha,BR,2021-07-17 18:43:09,-20.3297,-40.2925,80.96,61,20,13.8
340,Pangnirtung,CA,2021-07-17 18:43:09,66.1451,-65.7125,53.6,82,90,11.5
341,Sur,OM,2021-07-17 18:43:09,22.5667,59.5289,85.28,70,6,19.91
342,Pedernales,DO,2021-07-17 18:43:09,18.0384,-71.744,89.13,56,94,8.9
343,Cayenne,GF,2021-07-17 18:43:10,4.9333,-52.3333,87.84,77,0,5.99
344,Norwich,GB,2021-07-17 18:41:07,52.6278,1.2983,80.55,65,0,4.61
345,Svetlyy,RU,2021-07-17 18:43:10,54.675,20.1347,75.25,80,22,7.7
346,Sa Kaeo,TH,2021-07-17 18:43:10,13.75,102.3333,75.78,92,96,6.89
347,Bogor,ID,2021-07-17 18:43:10,-6.5944,106.7892,78.89,87,98,2.19
348,Awbari,LY,2021-07-17 18:43:11,26.5921,12.7805,99.95,11,1,11.83
349,Horconcitos,PA,2021-07-17 18:43:11,8.4682,-81.8007,77.02,76,100,1.83
350,Ratnagiri,IN,2021-07-17 18:43:11,16.9833,73.3,78.49,95,100,12.37
351,Iqaluit,CA,2021-07-17 18:43:11,63.7506,-68.5145,62.33,59,75,4.61
352,Poum,NC,2021-07-17 18:43:12,-20.2333,164.0167,74.12,75,1,5.41
353,Parana,AR,2021-07-17 18:43:12,-31.732,-60.5238,59.58,24,0,16.73
354,Cap-Aux-Meules,CA,2021-07-17 18:43:12,47.3821,-61.8597,71.65,64,75,12.66
355,Say,NE,2021-07-17 18:43:12,13.1007,2.3689,90.16,45,100,10.94
356,Amga,RU,2021-07-17 18:43:13,60.8953,131.9608,55.69,69,13,3.58
357,Chandbali,IN,2021-07-17 18:43:13,20.7833,86.7667,84.27,80,100,10.42
358,Abu Samrah,SY,2021-07-17 18:43:13,35.3029,37.1841,86.99,33,0,10.22
359,Riachao,BR,2021-07-17 18:43:13,-7.3619,-46.6172,94.37,20,1,5.93
360,Airai,TL,2021-07-17 18:43:14,-8.9266,125.4092,56.62,64,99,2.13
361,Saint Paul,US,2021-07-17 18:42:58,44.9444,-93.0933,88.54,38,1,8.05
362,Tura,IN,2021-07-17 18:43:14,25.5198,90.2201,73.27,93,100,4.34
363,Clyde River,CA,2021-07-17 18:43:14,70.4692,-68.5914,44.83,65,90,19.57
364,Port Macquarie,AU,2021-07-17 18:43:14,-31.4333,152.9167,54.37,56,2,14.18
365,Ustrzyki Dolne,PL,2021-07-17 18:43:15,49.4304,22.5938,72.46,83,8,2.39
366,Camocim,BR,2021-07-17 18:43:15,-2.9022,-40.8411,86.16,60,34,15.05
367,Haines Junction,CA,2021-07-17 18:43:15,60.7522,-137.5108,66.15,30,0,3.44
368,Port Moresby,PG,2021-07-17 18:39:46,-9.4431,147.1797,74.66,90,100,3.83
369,Benguela,AO,2021-07-17 18:43:16,-12.5763,13.4055,70.07,86,0,3.74
370,Victoria,HK,2021-07-17 18:41:17,22.2855,114.1577,84.18,86,100,1.01
371,Lorengau,PG,2021-07-17 18:43:16,-2.0226,147.2712,81.14,76,97,3.69
372,Vestmanna,FO,2021-07-17 18:43:16,62.1564,-7.1664,52.72,82,75,12.66
373,Novopistsovo,RU,2021-07-17 18:43:16,57.3218,41.8531,68.52,56,7,6.64
374,Waitara,NZ,2021-07-17 18:43:17,-38.925,174.25,56.71,87,9,20.07
375,La Ronge,CA,2021-07-17 18:43:17,55.1001,-105.2842,52.05,76,90,10.36
376,Dunmore East,IE,2021-07-17 18:43:17,52.1514,-6.9861,75.09,68,0,5.75
377,Worland,US,2021-07-17 18:43:17,44.0169,-107.9554,96.55,22,1,1.99
378,Morant Bay,JM,2021-07-17 18:43:18,17.8815,-76.4093,90.63,71,20,14.23
379,Nisia Floresta,BR,2021-07-17 18:43:18,-6.0911,-35.2086,76.01,67,39,13.09
380,Khandyga,RU,2021-07-17 18:43:18,62.6667,135.6,55.69,74,46,1.07
381,Princeton,US,2021-07-17 18:43:18,25.5384,-80.4089,89.02,73,75,11.5
382,Ust-Uda,RU,2021-07-17 18:43:19,54.1742,103.0304,60.84,96,100,2.55
383,Kearney,US,2021-07-17 18:43:19,40.6995,-99.0815,81.57,61,1,0.0
384,Gushikawa,JP,2021-07-17 18:43:19,26.3544,127.8686,80.6,94,20,8.05
385,Luderitz,NA,2021-07-17 18:43:19,-26.6481,15.1594,66.02,37,0,9.95
386,Biak,ID,2021-07-17 18:43:20,-0.9131,122.8766,73.18,87,100,1.86
387,Quatre Cocos,MU,2021-07-17 18:43:20,-20.2078,57.7625,71.71,74,27,17.09
388,Arona,ES,2021-07-17 18:43:20,28.0996,-16.681,82.69,69,0,13.8
389,Saint-Francois,FR,2021-07-17 18:43:20,46.4154,3.9054,73.18,75,20,12.66
390,Tawau,MY,2021-07-17 18:43:21,4.2498,117.8871,77.13,94,82,1.99
391,Ilulissat,GL,2021-07-17 18:38:31,69.2167,-51.1,53.62,50,75,6.91
392,Medina Del Campo,ES,2021-07-17 18:43:21,41.3124,-4.9141,89.2,14,0,7.99
393,Morondava,MG,2021-07-17 18:43:21,-20.2833,44.2833,71.83,80,0,9.71
394,Solnechnyy,RU,2021-07-17 18:43:21,50.7214,136.6319,65.91,72,7,4.54
395,Campina Verde,BR,2021-07-17 18:43:22,-19.5356,-49.4864,88.09,18,51,10.58
396,Bozdar,PK,2021-07-17 18:43:22,27.1828,68.636,93.27,52,89,13.13
397,Antalya,TR,2021-07-17 18:38:52,36.7741,30.7178,87.01,94,0,3.44
398,Charters Towers,AU,2021-07-17 18:43:22,-20.1,146.2667,54.99,35,10,8.93
399,Cidreira,BR,2021-07-17 18:43:23,-30.1811,-50.2056,63.36,66,24,13.78
400,Huancabamba,PE,2021-07-17 18:43:23,-5.2386,-79.4506,68.11,70,100,4.59
401,Bergen,NO,2021-07-17 18:43:23,60.392,5.328,60.08,94,75,9.22
402,Walcz,PL,2021-07-17 18:43:24,53.2779,16.4712,70.11,77,19,10.89
403,Hobyo,SO,2021-07-17 18:43:24,5.3505,48.5268,77.43,76,25,31.36
404,Vysokogornyy,RU,2021-07-17 18:43:24,50.1167,139.15,61.34,95,5,2.15
405,Zdvinsk,RU,2021-07-17 18:43:24,54.7021,78.661,57.61,85,100,5.23
406,Ashland,US,2021-07-17 18:43:25,40.8167,-82.2665,73.87,93,100,11.65
407,Longview,US,2021-07-17 18:43:25,32.5007,-94.7405,92.14,60,75,3.0
408,Nizhniy Ingash,RU,2021-07-17 18:43:25,56.2,96.53,55.4,85,2,7.94
409,Jiangyou,CN,2021-07-17 18:43:25,31.7667,104.7167,74.61,88,91,3.6
410,Salvador,SV,2021-07-17 18:40:59,13.8333,-88.9167,85.05,52,3,1.59
411,Neiafu,TO,2021-07-17 18:43:26,-18.65,-173.9833,77.68,83,40,11.5
412,Ormara,PK,2021-07-17 18:43:26,25.2088,64.6357,83.66,85,26,16.04
413,Mateus Leme,BR,2021-07-17 18:39:55,-19.9864,-44.4278,85.73,24,4,6.08
414,Vao,NC,2021-07-17 18:43:26,-22.6667,167.4833,72.27,80,5,6.58
415,Neon Monastirion,GR,2021-07-17 18:43:27,39.2333,22.25,83.79,39,0,4.47
416,Luganville,VU,2021-07-17 18:43:27,-15.5333,167.1667,79.27,80,63,5.06
417,Sadove,UA,2021-07-17 18:43:27,46.2487,30.1795,80.56,60,0,2.86
418,Chyhyryn,UA,2021-07-17 18:43:27,49.0838,32.6555,79.92,61,96,2.15
419,Jackson,US,2021-07-17 18:43:28,42.4165,-122.8345,80.92,43,1,0.0
420,Opuwo,NA,2021-07-17 18:43:28,-18.0607,13.84,66.36,34,1,8.75
421,Verkhnevilyuysk,RU,2021-07-17 18:43:28,63.4453,120.3167,56.97,99,36,4.54
422,Pokhara,NP,2021-07-17 18:43:28,28.2333,83.9833,71.26,97,100,1.36
423,Tabuk,PH,2021-07-17 18:43:28,17.4189,121.4443,75.6,92,100,0.89
424,Kurtamysh,RU,2021-07-17 18:43:29,54.9103,64.4319,59.2,89,7,4.5
425,Inverell,AU,2021-07-17 18:43:29,-29.7833,151.1167,41.16,97,10,2.08
426,Encruzilhada Do Sul,BR,2021-07-17 18:43:25,-30.5439,-52.5219,56.35,65,7,10.0
427,Trairi,BR,2021-07-17 18:39:28,-3.2778,-39.2689,83.34,65,29,11.12
428,Enid,US,2021-07-17 18:43:29,36.3956,-97.8784,83.88,69,75,10.36
429,Nampula,MZ,2021-07-17 18:43:30,-15.1165,39.2666,66.15,100,0,6.91
430,Hambantota,LK,2021-07-17 18:43:30,6.1241,81.1185,79.68,79,99,15.23
431,Gbadolite,CD,2021-07-17 18:43:30,4.2833,21.0167,71.26,88,85,1.36
432,Sembe,CG,2021-07-17 18:43:31,1.6481,14.5806,75.99,77,100,2.42
433,Sao Felix Do Xingu,BR,2021-07-17 18:43:31,-6.6447,-51.995,96.89,24,0,2.62
434,Mahebourg,MU,2021-07-17 18:43:31,-20.4081,57.7,71.89,78,40,14.97
435,Agropoli,IT,2021-07-17 18:43:31,40.3469,14.9966,75.29,82,100,4.18
436,Saint-Pierre,RE,2021-07-17 18:43:32,-21.3393,55.4781,68.29,73,0,11.5
437,Leshukonskoye,RU,2021-07-17 18:43:32,64.8989,45.7622,63.12,57,100,4.21
438,Kilindoni,TZ,2021-07-17 18:43:32,-7.9139,39.6668,76.75,74,23,20.38
439,Hirara,JP,2021-07-17 18:39:14,24.8,125.2833,83.1,79,76,10.29
440,Riyadh,SA,2021-07-17 18:43:32,24.6877,46.7219,93.34,34,100,10.6
441,Seoul,KR,2021-07-17 18:39:44,37.5683,126.9778,78.4,83,40,0.0
442,Warrnambool,AU,2021-07-17 18:43:33,-38.3833,142.4833,49.8,74,95,16.33
443,Pevek,RU,2021-07-17 18:43:33,69.7008,170.3133,47.34,75,92,19.42
444,Muroto,JP,2021-07-17 18:43:33,33.2833,134.15,77.65,89,100,16.17
445,Henties Bay,NA,2021-07-17 18:43:33,-22.116,14.2845,67.86,58,47,9.19
446,Elizabeth City,US,2021-07-17 18:43:34,36.2946,-76.2511,96.03,66,1,5.01
447,Kodinar,IN,2021-07-17 18:43:34,20.7903,70.7031,83.07,82,100,15.9
448,Cockburn Town,TC,2021-07-17 18:43:34,21.4612,-71.1419,81.9,78,71,20.0
449,Labelle,US,2021-07-17 18:43:34,26.7617,-81.4384,93.24,51,93,8.68
450,Imbituba,BR,2021-07-17 18:43:35,-28.24,-48.6703,66.09,80,2,2.64
451,Westport,US,2021-07-17 18:43:35,41.1415,-73.3579,92.14,78,1,1.01
452,Mocuba,MZ,2021-07-17 18:43:35,-16.8392,36.9856,64.18,89,100,6.85
453,Vanimo,PG,2021-07-17 18:43:35,-2.6741,141.3028,77.65,88,100,4.41
454,Kiunga,PG,2021-07-17 18:43:36,-6.1219,141.2906,72.63,100,100,1.68
455,Dibrugarh,IN,2021-07-17 18:43:36,27.4833,94.9,77.59,92,100,1.12
456,High Rock,BS,2021-07-17 18:43:36,26.6208,-78.2833,84.22,69,2,11.52
457,Farim,GW,2021-07-17 18:43:36,12.4839,-15.2217,95.29,72,98,4.7
458,Lethem,GY,2021-07-17 18:43:37,3.3803,-59.7968,84.85,70,84,5.5
459,Raymond,US,2021-07-17 18:43:37,43.9015,-70.4703,76.33,80,100,2.13
460,Pasni,PK,2021-07-17 18:43:37,25.2631,63.471,83.43,86,5,13.8
461,Khiv,RU,2021-07-17 18:43:37,41.7543,47.9306,68.09,62,4,6.46
462,Kosh-Agach,RU,2021-07-17 18:43:38,50.0,88.6667,46.38,80,52,0.63
463,Rapid City,US,2021-07-17 18:43:38,44.0805,-103.231,93.56,43,20,1.01
464,Raga,SS,2021-07-17 18:43:38,8.4596,25.678,69.44,99,100,4.85
465,Port-Gentil,GA,2021-07-17 18:43:38,-0.7193,8.7815,75.16,78,20,8.05
466,Alyangula,AU,2021-07-17 18:43:39,-13.8483,136.4192,71.47,68,35,4.61
467,Mae Sai,TH,2021-07-17 18:43:39,20.4335,99.8762,78.12,96,100,1.45
468,Hof,DE,2021-07-17 18:43:39,50.3167,11.9167,70.72,82,78,14.0
469,Myitkyina,MM,2021-07-17 18:43:39,25.3833,97.4,75.4,98,100,0.87
470,Angouleme,FR,2021-07-17 18:43:40,45.65,0.15,72.55,66,0,14.97
471,Kidal,ML,2021-07-17 18:43:40,18.4411,1.4078,99.84,21,0,9.19
472,Gat,IL,2021-07-17 18:43:40,31.61,34.7642,85.41,37,0,5.73
473,Katsuura,JP,2021-07-17 18:43:40,35.1333,140.3,78.12,91,20,5.41
474,Los Llanos De Aridane,ES,2021-07-17 18:43:41,28.6585,-17.9182,69.55,78,20,16.11
475,Dobrokoz,HU,2021-07-17 18:43:41,46.4218,18.2395,63.72,86,100,8.21
476,Baykit,RU,2021-07-17 18:43:41,61.67,96.37,57.88,99,100,4.47
477,Shahr-E Babak,IR,2021-07-17 18:43:42,30.1165,55.1186,72.82,61,100,0.63
478,Mangan,IN,2021-07-17 18:43:42,27.5167,88.5333,76.32,95,100,1.07
479,Akyab,MM,2021-07-17 18:43:42,20.15,92.9,81.48,79,100,1.05
480,Kawalu,ID,2021-07-17 18:43:42,-7.3817,108.2082,69.84,98,44,1.14
481,Skerries,IE,2021-07-17 18:43:43,53.5828,-6.1083,79.88,80,96,5.12
482,Ust-Maya,RU,2021-07-17 18:43:43,60.4167,134.5333,55.87,74,6,4.18
483,Bonavista,CA,2021-07-17 18:43:43,48.6499,-53.1147,71.6,88,100,14.14
484,Colesberg,ZA,2021-07-17 18:43:44,-30.72,25.0972,45.54,37,0,4.21
485,Gladstone,AU,2021-07-17 18:43:44,-23.85,151.25,52.79,54,5,5.75
486,Ouallam,NE,2021-07-17 18:43:44,14.3188,2.0866,95.07,37,98,4.85
487,Hoi An,VN,2021-07-17 18:43:44,15.8794,108.335,82.36,87,100,8.95
488,Sisimiut,GL,2021-07-17 18:43:45,66.9395,-53.6735,52.18,73,22,4.45
489,Port Lincoln,AU,2021-07-17 18:43:45,-34.7333,135.8667,52.23,75,100,6.26
490,Alabat,PH,2021-07-17 18:43:45,14.1028,122.0153,82.26,77,100,5.14
491,Gazanjyk,TM,2021-07-17 18:43:45,39.2446,55.5154,87.26,20,0,2.3
492,Bagotville,AU,2021-07-17 18:43:46,-28.9833,153.4167,53.64,60,0,6.82
493,Keningau,MY,2021-07-17 18:43:46,5.3378,116.1602,73.85,94,99,0.96
494,Mae Hong Son,TH,2021-07-17 18:43:46,19.3003,97.9685,73.69,99,92,1.79
495,Lasem,ID,2021-07-17 18:43:46,-6.6922,111.4527,77.05,76,98,5.95
496,Waingapu,ID,2021-07-17 18:43:47,-9.6567,120.2641,72.05,81,11,5.79
497,Caraquet,CA,2021-07-17 18:43:47,47.7941,-64.9386,81.18,43,100,6.96
498,Poya,NC,2021-07-17 18:43:47,-21.35,165.15,68.32,73,1,3.47
499,Hanzhong,CN,2021-07-17 18:43:47,33.0728,107.0303,72.43,92,89,0.56
500,Farafangana,MG,2021-07-17 18:43:48,-22.8167,47.8333,69.75,79,100,8.19
501,Matay,EG,2021-07-17 18:43:48,28.419,30.7792,93.06,20,0,7.78
502,Chistoye,RU,2021-07-17 18:43:48,56.5375,43.0045,73.0,77,100,4.72
503,Ahipara,NZ,2021-07-17 18:43:48,-35.1667,173.1667,59.31,86,100,14.83
504,Gimli,CA,2021-07-17 18:41:07,50.6336,-96.9907,89.44,78,0,11.5
505,Oriximina,BR,2021-07-17 18:43:49,-1.7656,-55.8661,90.95,46,24,8.43
506,Labuhan,ID,2021-07-17 18:43:49,-6.8844,112.2051,76.42,82,23,7.0
507,Aljezur,PT,2021-07-17 18:43:49,37.3191,-8.8033,70.2,73,4,10.09
508,Axim,GH,2021-07-17 18:43:49,4.8699,-2.2405,76.35,82,70,7.02
509,Banda Aceh,ID,2021-07-17 18:43:50,5.5577,95.3222,78.64,77,19,13.11
510,Xichang,CN,2021-07-17 18:43:50,27.8964,102.2634,64.17,92,100,2.21
511,Mount Isa,AU,2021-07-17 18:43:50,-20.7333,139.5,44.37,57,6,3.44
512,Half Moon Bay,US,2021-07-17 18:43:50,37.4636,-122.4286,88.59,65,20,6.91
513,Turukhansk,RU,2021-07-17 18:43:51,65.8167,87.9833,54.43,91,98,4.76
514,Matamoros,MX,2021-07-17 18:41:12,25.5333,-103.25,86.11,40,11,4.52
515,Emirdag,TR,2021-07-17 18:43:51,39.0197,31.15,80.87,29,0,3.78
516,Grigiskes,LT,2021-07-17 18:43:51,54.6833,25.0833,72.7,83,75,3.44
517,Sept-Iles,CA,2021-07-17 18:43:27,50.2001,-66.3821,72.12,70,75,1.01
518,Sarahan,IN,2021-07-17 18:43:52,31.5167,77.8,66.74,96,98,2.24
519,Aleksandrovsk-Sakhalinskiy,RU,2021-07-17 18:43:52,50.8975,142.1561,62.1,99,69,6.04
520,Aktash,RU,2021-07-17 18:43:52,50.3,87.7333,40.42,87,21,2.48
521,Xiaoshi,CN,2021-07-17 18:43:53,41.2971,124.1209,71.62,96,92,2.77
522,Brainerd,US,2021-07-17 18:43:47,46.358,-94.2008,86.25,34,1,5.75
523,Tommot,RU,2021-07-17 18:43:53,58.9564,126.2925,56.91,89,6,2.66
524,Agbor,NG,2021-07-17 18:43:53,6.2518,6.1934,74.01,92,99,2.91
525,Katangli,RU,2021-07-17 18:43:53,51.7102,143.2326,61.32,94,100,7.54
526,Jacmel,HT,2021-07-17 18:43:54,18.2342,-72.5347,96.64,69,34,11.27
527,Kokopo,PG,2021-07-17 18:43:54,-4.352,152.2633,76.87,85,100,6.04
528,Vardo,NO,2021-07-17 18:43:54,70.3705,31.1107,51.93,86,82,7.85
529,Padang,ID,2021-07-17 18:43:54,-0.9492,100.3543,75.25,79,71,4.34
530,Quballat,TN,2021-07-17 18:43:55,36.5418,9.6633,77.22,66,0,16.67
531,Tartus,SY,2021-07-17 18:43:55,34.889,35.8866,81.43,82,0,4.09
532,Ishigaki,JP,2021-07-17 18:43:55,24.3448,124.1572,83.43,78,31,10.45
533,Tiarei,PF,2021-07-17 18:43:55,-17.5333,-149.3333,80.62,70,5,22.75
534,Primorsko-Akhtarsk,RU,2021-07-17 18:43:56,46.0497,38.1747,80.08,67,1,8.37
535,Aleksandrov Gay,RU,2021-07-17 18:43:56,50.147,48.5704,83.05,44,70,4.12
536,Sayyan,YE,2021-07-17 18:43:56,15.1718,44.3244,63.88,41,100,4.85
537,Ferkessedougou,CI,2021-07-17 18:43:56,9.6,-5.2,72.73,94,100,2.95
538,Bonthe,SL,2021-07-17 18:43:57,7.5264,-12.505,74.75,90,100,7.02
539,Roald,NO,2021-07-17 18:43:57,62.5833,6.1333,61.11,77,75,20.71
540,Nouadhibou,MR,2021-07-17 18:43:57,20.931,-17.0347,71.58,83,0,17.27
541,Da Nang,VN,2021-07-17 18:43:57,16.0678,108.2208,82.45,74,20,4.61
542,De Aar,ZA,2021-07-17 18:43:58,-30.6497,24.0123,45.75,41,0,0.34
543,Calbuco,CL,2021-07-17 18:43:58,-41.768,-73.1273,49.21,74,100,1.14
544,Capao Da Canoa,BR,2021-07-17 18:43:58,-29.7456,-50.0097,65.03,66,20,9.98
545,Madang,PG,2021-07-17 18:43:58,-5.2246,145.7966,75.87,90,100,6.29
546,Coihaique,CL,2021-07-17 18:43:59,-45.5752,-72.0662,44.55,61,75,3.44
547,Port Hedland,AU,2021-07-17 18:43:59,-20.3167,118.5667,57.25,67,46,5.75
548,Butembo,CD,2021-07-17 18:43:59,0.15,29.2833,58.12,90,100,2.68
549,Aloleng,PH,2021-07-17 18:43:59,16.1307,119.7824,79.41,88,100,6.62
550,Vaasa,FI,2021-07-17 18:44:00,63.096,21.6158,68.02,73,0,8.05
551,Rodrigues Alves,BR,2021-07-17 18:44:00,-7.738,-72.6509,86.2,64,98,4.16
552,Suez,EG,2021-07-17 18:44:00,29.9737,32.5263,82.54,57,0,14.76
553,Lahaina,US,2021-07-17 18:44:00,20.8783,-156.6825,79.95,81,100,6.13
554,Sakaiminato,JP,2021-07-17 18:44:01,35.55,133.2333,76.98,88,75,6.91
555,Brae,GB,2021-07-17 18:44:01,60.3964,-1.353,55.31,80,61,19.73
556,Dalvik,IS,2021-07-17 18:44:01,65.9702,-18.5286,64.33,49,0,5.79
557,Hungen,DE,2021-07-17 18:44:01,50.4737,8.8933,77.38,75,100,9.78
558,Ancud,CL,2021-07-17 18:44:02,-41.8697,-73.8203,47.73,70,100,2.51
