City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
316,Sept-Iles,50.2001,-66.3821,67.05,76,75,1.99,CA,broken clouds
317,Kapoeta,4.7717,33.5903,74.25,76,75,6.06,SS,light rain
318,Tual,-5.6667,132.75,79.11,84,100,17.67,ID,overcast clouds
319,Hokitika,-42.7167,170.9667,42.85,85,7,4.5,NZ,clear sky
320,Omboue,-1.5746,9.2618,73.11,77,71,6.24,GA,broken clouds
321,Kristiansund,63.1115,7.732,62.65,87,94,9.91,NO,overcast clouds
322,Gravdal,68.1214,13.5031,51.69,93,75,2.3,NO,light rain
323,Bonavista,48.6499,-53.1147,57.2,96,100,8.7,CA,overcast clouds
324,Umm Lajj,25.0213,37.2685,85.84,61,0,9.24,SA,clear sky
325,Florianopolis,-27.6146,-48.5012,67.23,67,0,14.97,BR,clear sky
326,Nong Han,17.3608,103.1053,77.14,96,100,13.22,TH,light rain
327,Inhambane,-23.865,35.3833,61.47,70,66,10.78,MZ,broken clouds
328,Faanui,-16.4833,-151.75,78.22,67,8,15.77,PF,clear sky
329,Ambilobe,-13.2,49.05,65.21,82,1,4.05,MG,clear sky
330,Yenagoa,4.9247,6.2642,74.97,83,100,6.04,NG,overcast clouds
331,Abu Samrah,35.3029,37.1841,78.6,61,48,11.48,SY,scattered clouds
332,La Rioja,42.25,-2.5,64.18,57,100,2.73,ES,overcast clouds
333,Mogadishu,2.0371,45.3438,76.62,84,15,24.45,SO,few clouds
334,Capitao Poco,-1.7464,-47.0594,77.13,80,99,3.6,BR,overcast clouds
335,Oranjemund,-28.55,16.4333,61.81,25,0,13.18,NA,clear sky
336,Itarema,-2.9248,-39.9167,79.11,75,8,16.17,BR,clear sky
337,Deer Lake,49.1667,-57.4316,55.26,94,90,13.8,CA,overcast clouds
338,Senanga,-16.1167,23.2667,54.14,26,64,6.55,ZM,broken clouds
339,Guerrero Negro,27.9769,-114.0611,83.59,51,25,14.65,MX,scattered clouds
340,Simao,22.7886,100.9748,65.07,99,72,2.19,CN,broken clouds
341,Juybar,36.6412,52.9124,81.63,66,0,5.41,IR,clear sky
342,Dinguiraye,11.3,-10.7167,71.29,93,100,4.94,GN,moderate rain
343,Borujerd,33.8973,48.7516,75.33,18,0,0.22,IR,clear sky
